3,2,-1,1520092824639,0
3,0,-1,1520092845683,0
3,1,9,1520092851805,0
3,0,13,1520092874426,0
3,1,9,1520092876432,0
3,0,13,1520092879435,0
3,1,9,1520092883535,0
3,0,13,1520092891889,0
3,1,9,1520092897753,0
3,0,13,1520092904341,0
3,3,9,1520092922030,0
8,0,11,1520096203005,0
8,1,9,1520096238564,0
14,1,4,1520099424013,0
14,0,11,1520099454038,0
14,1,8,1520099457094,0
14,0,11,1520099471703,0
14,1,8,1520099476553,0
14,0,11,1520099491837,0
14,1,8,1520099498830,0

24,0,4,1520106930798,0
24,1,1,1520106934705,0
24,0,4,1520106949951,0
24,1,4,1520106968504,0
24,0,3,1520106974130,0
24,1,1,1520106979498,0
24,0,3,1520106992606,0
24,1,1,1520107014535,0
24,0,3,1520107019964,0
24,1,1,1520107031307,0

30,1,8,1520110734957,0
30,1,8,1520110744846,0
30,3,8,1520110758092,0
30,0,11,1520110773715,0
30,1,6,1520110779600,0
30,0,11,1520110784173,0
30,1,6,1520110791648,0
30,0,11,1520110796603,0
30,1,8,1520110799016,0
30,0,11,1520110808825,0
30,1,1,1520110828241,0

