11,1,4,1520097727807,0
11,0,11,1520097745605,0
11,1,8,1520097749335,0
11,0,11,1520097753515,0
11,1,8,1520097761992,0
11,0,11,1520097770033,0
11,1,8,1520097774350,0
11,0,0,1520097789176,0
11,1,1,1520097794439,0
11,2,3,1520097815598,0
11,0,11,1520097834487,0
11,1,8,1520097839245,0

22,1,8,1520105854378,0
22,2,11,1520105868920,0
22,0,11,1520105874227,0
22,1,8,1520105876346,0
22,0,11,1520105884817,0
22,1,8,1520105887433,0
22,0,11,1520105890462,0
22,1,8,1520105892553,0
22,0,11,1520105895345,0
22,1,8,1520105897018,0
22,0,11,1520105900743,0
22,1,8,1520105904364,0
22,0,13,1520105934920,0
22,1,8,1520105943776,0
22,0,13,1520105957964,0
22,1,4,1520105964223,0

27,1,9,1520108903618,0
27,0,13,1520108908727,0
27,1,9,1520108911644,0
27,0,13,1520108914398,0
27,1,9,1520108918972,0
27,0,0,1520108975718,0
27,3,9,1520108977738,0
27,0,0,1520108999948,0
27,1,1,1520109001500,0
    
27,3,9,1520108918014,0
27,0,0,1520108927145,0
27,3,0,1520108967678,0
27,0,0,1520109003296,0
27,1,0,1520109005597,0

27,1,9,1520108906889,0
27,0,13,1520108910015,0
27,1,9,1520108913292,0
27,0,13,1520108918382,0
27,0,13,1520108963025,0
27,1,9,1520108969913,0
27,0,0,1520109002067,0
27,1,1,1520109004134,0

