1,2,3,1520091617937,0
1,2,3,1520091619650,0
1,2,3,1520091620710,0
1,2,-1,1520091622527,0

6140:8,03 08;59;08,False,None,False,false,Did Not Try,false,true,false,1.0,never moved,Sami Jo,

25,1,1,1520107497846,0
