4,3,6,1520093558692,0
4,0,0,1520093576147,0
4,1,6,1520093579867,0
4,0,0,1520093594206,0
4,2,0,1520093613234,0
4,0,0,1520093619011,0
4,1,8,1520093620939,0
4,0,0,1520093635428,0
4,1,1,1520093638010,0
4,0,3,1520093644456,0
4,1,1,1520093647412,0
23,0,5,1520106494794,0
23,1,7,1520106500248,0
23,0,5,1520106504691,0
23,1,7,1520106513106,0
23,0,5,1520106520692,0
23,3,-1,1520106531378,0
23,2,4,1520106553098,0
23,0,-1,1520106556379,0
23,1,7,1520106559679,0
23,0,2,1520106584481,0
23,3,7,1520106586252,0
23,0,-1,1520106592662,0
23,3,-1,1520106598523,0
28,1,7,1520109868389,0
28,0,-1,1520109878140,0
28,1,7,1520109880365,0
28,0,-1,1520109892310,0
28,1,7,1520109895017,0
28,1,4,1520109948159,0
28,1,4,1520109949952,0
28,1,4,1520109952229,0
28,0,-1,1520109968242,0
28,0,-1,1520109970518,0
28,1,4,1520109972245,0

