6975:12,03 12;33;26,False,None,False,false,Did Not Try,false,false,false,1.0,kind of just bumbled around the map|c crashing onto walls,Thomas ,
6975:23,03 14;51;24,False,None,False,false,Did Not Try,false,false,false,1.0,Did nothing in autonomous. Movement slow and finicky. Unsure what 6975 was trying; they were moving back and forth everywhere. Maybe they were defense|c  but even then|c it was very ineffective. ,Shawn Song,
6975:30,03 16;00;28,False,None,NULL,false,Did Not Try,false,true,false,1.0,communication error|c repeatedly cut out|c nearly tipped even at minor speeds,Not Noah ,

6975:30,03 16;00;55,False,None,NULL,false,Did Not Try,false,true,false,1.0,,Beckham Pope,

